nom_entreprise,chiffre_d_affaire,CAGR_CA,CAGR_endettement_court_terme,CAGR_marge,CAGR_endettement_long_terme,CAGR_resultat_net,CAGR_tresorerie,resultat_net,marge,endettement_long_terme,endettement_court_terme,per,tresorerie,CAPEX_CA,qualite_resultat,produits_finis_matiere_premieres,famille_gouverne_entreprise,actionnariat_majoritaire_fiable,exposition_internationale,age_entreprise,duree_mandat_gerant,risque_disruption_technologique,stabilite_management,concurrence,croissance_organique_vs_acquisition,capacite_a_augmenter_prix,produit_rare,diversification,capital_detenu_par_fondateur,business_sticky,impact_disparition,viable_sur_long_terme,importance_patron,client_riche,marche_ouvert_ferme,risque_politique,risque_fournisseur,business_recurrent,verse_dividende,sensibilite_conjoncture
Entreprise_011,2107420204.8654547,0.031691426211690854,-0.18034393007945054,0.018058988502961545,0.013090651117986463,0.20649286935804673,0.13015135985066906,-31236430.92641133,-0.014822117987810399,725241515.4858007,325866961.26474965,29.698639928481015,456933642.56613,0.11853948928804849,0,1,1,1.744092671114995,1.6881000578456418,52,30,3.909174268411623,4.301427320968263,4.9031248940982834,4.582048052522159,3.20567586016499,6.773006863356594,0.43881088368743604,1,7.620327210390511,1,3.7725198571569543,9.722297092163576,9.920159693968357,7.161645381776111,3.0091907316541877,8.000544079513714,6.07266670101488,9.979151344122878,9.112561518342881
Entreprise_012,96992489723.59134,-0.07646308559732021,0.1997051994545213,-0.04638727183542475,0.02569351216483773,0.1590615381132472,0.18218633111086796,48876174.20366871,0.0005039171006224891,6816291131.732212,10047656232.277653,17.94347280696552,19109348339.412,0.037170213306488016,1,0,1,4.716494907505954,8.539428821418529,49,18,9.764565294354101,4.3776505498812845,8.467850018697455,9.45017094248494,1.349784860716421,7.026295764379158,7.203732127322029,1,5.3737919044385505,0,6.640741211998341,1.5336482741574564,6.866504233540373,1.3541884981782804,1.6713431486930719,3.4610724078239508,4.766241605086289,2.5858422155277383,4.0375661047834654
Entreprise_013,83252641948.00215,-0.09239477697536275,0.11395019474545387,0.024829781569826806,-0.11818808940416542,0.27776184797746734,-0.067476785837498,-328330952.6471961,-0.003943790190493471,20213312699.690872,5795975556.343383,18.804946978496353,17701983995.950176,0.08116416624212043,0,0,1,0.9142199181713817,0.13228812905293985,11,3,9.546663568790688,3.1037088910812005,8.31941541688052,6.736098319966951,2.961767655589985,9.559800588260723,4.44479977977791,1,8.407850719391146,2,2.5508722242139816,7.333279087168623,8.413567713051986,2.9129374720550527,4.071737385988753,1.7260911290227454,8.657009923240036,7.242049128083701,2.0774927301219037
Entreprise_014,21273294112.2937,0.18879452440337754,-0.15912048402556406,-0.018117669561751912,0.19740477437496468,-0.1908837086618192,-0.1895275194845436,3690861802.975711,0.17349742750196762,292898370.3354906,1581623870.7278097,20.883132655356047,53376919.32841249,0.16156913003616066,0,0,0,6.256819122613527,5.117804565694807,66,17,8.001375827520759,7.621296204503246,4.035199924402112,0.6489927953840946,5.7228381454200115,5.313399532366091,2.562923753692176,0,0.33426533093221633,0,1.2703357597323173,0.004102894391748713,4.148476065605458,1.447106361365199,2.3227336479050074,0.0263215557958818,0.32109580482058253,9.080348763357215,6.487469372366542
Entreprise_015,18223405472.34971,0.1507940361536618,0.2367893120533886,0.010409436170396053,0.1468411128907443,-0.10211100715822696,-0.15891416626178634,2069689346.0216064,0.11357313808124046,4605556780.87823,4933534.05415513,32.95816020723245,1189992384.2004213,0.07980423845244339,0,1,0,5.505316805962256,7.694425794215568,58,0,2.4165892081918514,9.361765641665052,3.33299859870525,4.657255776674976,4.41853708091064,3.9971955097442757,1.904134960249102,0,3.667520764259401,1,0.5853660008005013,5.9618266940237685,7.678609231258553,8.112305584013578,5.34800976919168,4.509036530931482,6.438679275551263,2.356871143307094,8.711870463503178
Entreprise_016,18381280759.85071,0.10879226182810942,0.2604362002659066,-0.012774694172936668,-0.08961519360561981,-0.19621856251092895,0.2839300174225152,-220096154.32142368,-0.011973929194431784,8859937308.806896,1102143533.8255928,20.032248455094614,3648781403.8379374,0.02653327147752986,0,0,0,4.073655242128323,9.347955174927833,90,12,0.6803731409166969,9.40750859234461,4.919280240391293,2.402450184643039,3.467187612359112,9.537036264917079,6.699534908592181,0,2.3707039117417805,2,3.0541349854275133,9.159430039540524,0.40509172941321836,2.2264923522678535,1.9882853028647995,3.524327315388416,7.629488785115611,9.08258554677066,7.483188011224908
Entreprise_017,30459012183.805794,0.02268588332428098,-0.16946102007256814,-0.041106848091616466,-0.15880947719207866,0.12373735707730149,-0.05227761126128988,1830003482.0338497,0.06008085459208724,5851278475.967233,3938098937.5754976,37.97145727656262,4422551418.665815,0.1157891330763557,1,1,0,5.213770214737412,9.09202136206487,36,13,3.1690413772062476,1.7478128487493383,5.72772509737109,4.698043214486816,7.46452128857114,6.421102350255211,0.004015440253398728,0,4.47272968157122,2,1.5766102679690797,2.87934094093219,1.2291118254224498,7.174035554052103,5.084059766446271,5.5490983382540895,7.59486569188307,3.09481579194867,8.687572305365872
Entreprise_018,52499405341.64217,-0.04801170397874627,-0.06156117592639815,0.08969066139243134,0.14024965103735654,0.24901527447499344,0.1846115739190668,5450724838.930753,0.1038245062674505,1023633735.4390293,10228925797.498117,23.203732350824136,83686293.86563407,0.1705729617842466,0,1,1,8.965746584690102,8.196248695476449,33,23,2.6679454943383085,8.74743649656566,2.3833721062799693,4.554655720063617,8.935099713933178,2.981503562765556,8.058911691968543,0,0.7237639319412248,1,1.740104480161242,1.855259752577192,2.0307059292006215,9.432983972456526,1.5737851486886756,1.8804109258878576,8.860739670955251,9.764132223840562,5.365546710107994
Entreprise_019,43222904613.27947,-0.05306888719867418,0.20310063989653065,0.052721158831952164,0.1272556071405676,-0.07825885171185037,0.11233178442713188,-1259255184.6312826,-0.02913397875265418,668999599.0677041,7322485865.274144,8.075894013948137,10431778557.51751,0.16122601355726546,0,0,0,1.9629430231106704,8.881913496613041,47,0,5.059258001463939,7.374314414271222,7.939550847155906,5.821448028147421,7.56789222902397,1.2646424540357115,0.7924960612992882,0,9.541316415710725,0,7.6075930838695,6.516797948784269,4.019519246152195,5.27772209068877,6.70974709485785,8.596655476664752,7.290337428294941,2.812600203804746,7.518762443691909
Entreprise_020,29158352562.79429,-0.0249271305506214,0.17412984519182917,-0.0719773648467095,-0.06337023650089535,0.2635172723981533,-0.00903018017355206,4974534266.160725,0.1706040921018347,5656527368.113527,137598059.56820098,40.26919291178483,6760156200.570681,0.04327339662476712,1,1,1,0.22564511705347234,1.992196858370765,13,29,7.777279100677931,2.528374006902893,4.864827657324229,3.5677049034925123,3.320007021176792,8.425545014651814,1.9148961490811944,0,2.232554010693609,1,0.15838070944874216,7.126014072983931,8.457448783257632,5.400291922606877,7.539376844414241,2.5775521562810964,9.278100616476962,9.534358247578352,1.4006455935893647
Entreprise_021,61204696827.50183,0.06476799941183617,-0.10773949032181135,0.07369359517958257,0.27543178112520517,-0.16986630485521959,-0.09715636890222246,9235842847.676855,0.1509008838603838,4897138860.535017,10999225878.052053,17.85912460667177,10069748581.623993,0.1378252767383687,1,0,1,8.61664884699101,2.8418429571172874,40,28,8.583229388788581,0.6728461292151455,3.340455484199596,1.6427044945592806,7.444421678375537,3.6218160279415157,3.862363952990896,0,9.223077754835847,0,5.578101257354344,6.880305189519813,3.462660507879305,4.61033568097812,1.1039423424993378,2.2642960508764998,3.3265659982089146,0.535446508926749,3.482746153631915
Entreprise_022,13992411372.171581,0.11437877681001873,-0.09532533833164486,-0.0025137603500972744,-0.1244710541095499,0.26721801340275714,-0.1393067909202968,1067644682.3643874,0.07630169339415956,163376069.11327738,2191766876.9812865,24.474509581966817,278994658.62727636,0.05189581005277295,0,0,0,5.771170823879065,2.889685249210585,89,10,8.448640854105085,2.6799726688437797,1.0682099296399061,5.037194345899563,1.519801824740512,6.604697213644312,4.848587397161036,1,4.2589315503668175,0,3.794613805934648,3.1931688002137406,6.546211935154629,3.2589014339364275,4.678024120373392,4.807140564843559,5.032094167515431,7.09272011669813,3.895491644815224
Entreprise_023,29249857621.095055,0.09805921301531939,-0.014763948604309018,0.07891044537881828,0.016167400521300945,-0.024188656380182805,0.1075064840194333,5609586068.420825,0.19178165381479262,11059570269.588207,4565178101.070652,35.844974744985564,6726136818.976418,0.05145943156491273,1,1,0,8.906584554618425,3.7705393100169884,68,16,3.5967556122306776,9.122082367815256,2.388451604036069,8.30202884345762,1.3031798809129091,4.708164193658981,3.549951158139418,1,9.85524133255218,2,5.065499999085472,2.5220240215933085,7.093142948034834,4.756550309249171,0.7087170065487358,4.988510237442743,0.14079663282890675,5.321111338370037,5.112957462460345
Entreprise_024,36667866237.20448,-0.016019830916217143,0.04226149259551065,0.059971051189463054,0.2718079600837994,-0.14928958577539175,0.18731689031889398,1996207614.9355032,0.05444024481877492,8406530178.180845,3358745445.66998,19.96052707169204,6421059526.731712,0.1760736369279852,1,0,0,5.969452234131726,3.933206703851887,42,3,6.8723434346068295,6.331786748957723,9.492811717559837,6.640122280676023,3.4562703703615894,1.9892977979503834,3.207121649842939,1,5.540583834602107,1,5.628302372146029,9.559187999620441,5.861823540883414,6.028075322667594,5.981824455420024,2.1508522878509284,0.06957587303291213,4.778770771227307,9.290763602568237
Entreprise_025,45634194922.492744,0.18645958419895828,0.10912738576514797,-0.014957299106153316,0.009863658463061142,0.04293587959316281,0.12195212677056533,8945560784.912378,0.19602757975912444,6599726152.256042,3632530223.773922,7.546354526602203,10705234205.764284,0.057437101020643734,1,0,1,8.101610899597025,5.445553246546755,19,25,3.1283419752422006,7.210546608978719,3.050996868195266,3.3836786592521584,8.07702369044057,6.016866086204651,9.639160120731884,1,9.308328641758074,2,3.133676944572782,9.232995082699295,3.572419681701362,9.859915721706594,2.6440429792964535,2.7186072672591575,2.401266204515199,2.2349431425584,8.742965602221743
Entreprise_026,78528337341.2317,0.12136907500873059,-0.015543180215113805,-0.09550613833597653,0.11926297383204276,-0.07161171613974604,0.06515106662457915,9186244878.689991,0.11697999970090676,35341017915.5439,4757493707.955604,21.826447115576613,17710032424.23507,0.06001699583842213,1,0,0,4.296733633551479,1.5987976336644139,82,11,0.6090554323518271,2.5715235110909584,1.6885928936703531,9.355230227588573,2.463482472423019,0.6068306895068232,6.415796812433943,1,0.05348988694222845,1,2.951088601842853,4.573166098928203,5.770533417135443,9.377645593182242,5.276244568387078,1.6970523915524494,1.0080719713908526,7.0559578977649196,1.3452549228918453
Entreprise_027,20007394526.728054,0.06630621575342022,0.031267358066573936,-0.04626452812301079,-0.0012028010186028726,-0.057563549019038596,-0.17902438828418188,2174159913.3567057,0.10866781831348536,1161818998.3279417,262876592.29554987,47.50018622124365,4819793777.832155,0.010124144244646915,1,1,1,7.498599312882687,6.912466637859893,94,9,7.015652656029423,7.193881555748202,4.606727916549932,9.12207571249182,0.6325340889867959,4.1334245987119225,0.23432955367388209,1,7.482388061809001,1,7.334018493349057,8.461938661543734,3.422655927897462,8.621529582931217,5.174610093842912,7.184601783231668,2.602113679357536,1.908094914463071,1.727896518824632
Entreprise_028,51447732119.44048,0.08351622387030569,0.17373546906687826,0.008326842932173381,-0.062892398825665,-0.046355017536856724,0.2842443887971919,-437885856.70018923,-0.008511276176053753,24589927920.011253,2348438368.2413917,33.87804787843512,7995102070.828342,0.17542711648384837,0,0,0,9.13041466889856,1.675665393045065,19,30,0.09827552569787845,0.2812150627792376,3.0708774336024867,2.0934839938409877,1.3170953520635509,5.466149396636711,4.301759084443132,1,9.030506531025154,2,8.712769881211571,4.52323477634296,0.8387373855201208,8.891305357048584,9.243543461938003,7.700890312540819,1.770432945283974,5.528417959847682,3.576405495889113
Entreprise_029,59261836157.76115,0.02588001872833698,-0.18165839855470106,0.026695643965229443,0.2919888239799141,0.2015129489163317,0.19935709582728728,10103072771.019787,0.17048193957616098,9303122082.103392,2922836842.3952065,35.21656169002431,2494766581.8302574,0.16059301450973562,0,1,1,5.721229637222063,3.103084821045475,58,5,4.0918258745848854,3.753213457730138,0.35159250271194153,0.39417585120362975,8.587449685295802,4.36046974118579,8.750086997439702,0,1.3972056697895407,1,1.9258163245852788,4.243890180725104,9.928039781860145,4.67849183292043,5.490832225687229,4.623284974592826,0.2852002483864824,2.5324536304025083,2.907438658906739
Entreprise_030,4692718751.363772,-0.02568070314965276,-0.07378152782798963,-0.04842246291335955,0.004667003157521499,0.06958063833762723,-0.05358898164951764,266886281.06174082,0.056872421980153784,2084514285.9116924,454327508.42685825,33.45269691369379,944865978.1340392,0.12919249766722882,1,1,0,1.8078515056237954,5.03345130606154,23,24,3.293792693020757,6.2675334854233125,3.2314521727941727,7.413087083507622,6.3378328474728765,7.486721752509908,3.0145618641066796,0,0.9612585173215149,1,0.9761876053514895,1.5676294759929466,1.271824536325109,6.574443271774648,5.829984797183156,7.140870226850175,9.093041464060494,9.55621379781356,6.147709531562623
Entreprise_031,60774107947.54877,0.006791803595378482,0.1566747929422762,-0.07212878518543518,0.2470496018395672,-0.04434615042199819,0.2899851646794253,-573807768.4467179,-0.009441648554380164,18321657730.684177,9085053410.259802,13.954646253174655,11312622237.411789,0.15255049514838004,0,0,0,2.6879761503019814,7.964405615234773,54,0,6.933775385188524,1.4609656554132022,5.441086239394686,8.276102613491533,2.5320116336997667,8.279249545453125,0.9455634477438823,1,4.245726071859556,0,8.977958063920259,4.2640605649197285,0.7234838383605735,8.950667229362141,4.016531257643803,7.359353919374455,0.08223131388891525,0.28631193835652824,9.02776047764545
Entreprise_032,17093886162.544788,0.12735383313931076,0.24760341884359965,0.06698604735985983,-0.08502269705445692,0.10516689165545917,0.10094079481816104,-800816430.3128308,-0.04684812000606024,7065820748.579474,1619850253.8658762,23.825023884602604,3806397445.730173,0.038889227810653446,0,0,1,1.9864457689740578,7.394692332387272,80,6,7.662454727603789,8.230035744469347,5.5171237201996695,9.678645659513553,5.552958253281814,7.71243074033178,7.583847715899178,0,9.336789061329352,1,3.4989546364739867,5.37416938599807,8.78530749207156,3.9295076499135306,9.490796031828168,1.382755276778086,7.360821443370854,1.9972828011123656,9.622915416725867
Entreprise_033,6551906718.878688,-0.09568195341107325,0.05583872105783305,0.09688043614071043,-0.09344764798745836,0.15807533711159677,0.09121132910362323,589271420.1962786,0.08993892090959564,3223581227.751856,75798287.39653805,38.792290926349324,333913351.4861051,0.09708148297163934,0,1,0,2.468570275957329,6.455343564105222,65,25,3.040946359712838,2.350312988119186,3.565589211768887,8.898363940883108,5.275796224253504,0.3881294781180211,6.060138319360813,0,5.423865601904387,1,5.5131739066281416,0.22504327428686466,3.018346608928951,9.617624783454687,7.771859094396096,9.661780248345368,1.5214788691951653,2.423106063874477,6.536029525352265
Entreprise_034,94891109448.47066,-0.06517820784792513,0.06605674263265782,0.0051380364605371626,-0.18443295855774433,-0.06368799963323313,0.17403658971476604,7766828344.057703,0.08184990553066908,13683555982.79635,18177147366.84012,9.561780389892162,5550423910.042736,0.07673168359626836,0,1,0,3.0641544935103635,1.5577326058017016,12,26,8.116270144448535,6.522811128184463,4.473027562526006,6.005347682064148,6.554359784406612,1.941287704459722,5.703125078265039,0,5.274564637217321,2,3.5954314452000347,4.441130051754064,6.502969740735076,4.15786062069183,2.854052903028416,8.21031947096431,9.122296219996,4.140678257678164,8.381592014010867
Entreprise_035,96564921705.80222,-0.08619920739347418,-0.14641399433011199,-0.0656641428303393,0.12583341268794251,0.006774550762675746,0.20588489404506877,12537835470.425642,0.12983840559228965,46405986448.526215,18206820012.695732,17.503374924037054,25794697594.91568,0.027817539988833136,1,0,0,5.551337867531885,5.470453456155777,24,20,2.9391676050493376,4.051971425753297,9.655179182347664,5.300523392123808,2.331875544216163,5.366075092637743,0.5357655960740793,0,1.4112611829932187,2,1.2580233634605131,7.813562183952003,3.2900572966223285,6.010826653932156,8.44209585776232,2.044834611958235,8.927959395898858,2.327302418700535,5.252022002307971
Entreprise_036,80849314944.2403,-0.08778135930430897,0.02370618341172731,-0.04553853469612621,-0.01573682813811944,-0.13905695333152623,0.12823930366575131,13951722680.308601,0.17256451325445055,15744672193.02264,12696407332.985966,17.434359880963413,18190557368.471832,0.10236479219083557,1,0,0,5.879916294638328,0.8744650179988545,34,27,4.463263599865613,5.960435954776472,3.7734847723031164,0.2784105126258629,8.644029871943976,9.348220404438013,1.4049900979551733,0,0.007895110932187865,1,5.893316449477281,6.800460563742698,3.9145427079447117,7.098047132723719,4.3239636018509,1.8616503574607024,6.539011463692574,4.913490902687853,2.083269468600397
Entreprise_037,30496146228.8784,0.15663817520330217,0.06630863322751157,-0.09632186469050666,0.2321791249198185,-0.10942532523265985,-0.1359521268169,-919408607.2415105,-0.030148353839242623,5878313709.915311,6046336129.373929,24.44085174175277,8309240640.191483,0.18494053356510073,0,1,0,4.264997472418611,3.7736317679665077,53,30,7.270185270141339,1.0745055262890812,2.58226813259983,2.4665644684477783,3.0936856208001284,8.34956775052117,6.225493962131138,1,8.101400907454613,0,5.251408517696296,6.35156988863935,2.621129720167965,9.505920130759383,8.28667143533594,1.2566114557958274,6.722341498006052,8.72465523258539,5.246884120934774
Entreprise_038,9812327794.938068,0.11109735781400712,-0.07876474818263518,0.0828597613120998,0.03660495334577857,0.1405589269824914,-0.030866247002750813,1303804446.2696924,0.13287412258509057,1669994922.0574841,1068527825.5977479,49.116593342398325,2233429030.2906303,0.01761123261963195,1,1,0,6.154207798208354,4.135165302899591,8,15,6.9292022922478855,0.16912799921607324,2.434670440667601,4.596147517329264,6.941316539762369,8.425345083518017,2.078238414588358,0,0.8757456298623822,0,2.029935591911972,9.095554284372025,3.430440057930102,2.4461627405226603,8.22888068293502,1.3837856254191838,0.053391419696885434,7.120634214091708,5.550826014376511
Entreprise_039,68439090999.89008,0.042252148726197564,-0.06537838452530953,-0.07644978342197178,0.28409671395736086,-0.10928082615218654,0.26404182016302485,-215378775.8543187,-0.0031470139756044485,18526722253.64707,13178198146.958645,8.037614600771988,12260629898.321243,0.06537757356382083,0,1,0,0.8157492561136592,0.39811439445753827,18,23,9.873684723122,9.095644273803012,4.5776461270413416,6.2850390008356785,0.1612464637221489,3.032081937596749,5.040700797484243,1,6.33849818735324,2,4.518690446522778,0.1803200982523001,4.107004005865431,7.461309782386422,1.8887018676285439,7.481617990286962,9.848715661136021,5.79961980535111,7.424575642135566
Entreprise_040,44043241749.27315,-0.07064975180469955,-0.011357918447688686,0.015303295102850709,-0.10723724214843944,0.06258169183353007,-0.08769219407807405,7247062766.506294,0.164544263289291,3394523700.5811276,665978216.269434,28.341544747126775,8643037881.909708,0.04943277787908366,1,1,1,0.8778823705815997,2.7398809946997185,57,13,2.2516102421593187,2.696300087671828,7.59520148716944,5.572518333184107,3.7265712989414723,4.294478970787026,5.448816860293935,1,9.146164545151915,1,7.969475040156459,5.570475861922342,7.204160690923429,5.208155861440822,7.011411313835769,4.696542569516236,8.778326035758145,0.8900317798267965,2.198829897073491
Entreprise_041,12247721572.735643,0.04748476253504971,-0.18996440111113683,-0.045188955862558805,0.23431158397780538,0.15452313086121633,-0.01391648808124335,1895529388.404234,0.154765878465414,3390852052.145405,895751197.8429819,13.07141069054947,3266937376.488515,0.0552478641964823,1,1,1,1.7182946035765845,9.556494672664893,5,22,6.623179135395824,8.196770027804591,2.059881841884732,7.426359896816905,3.517098179588083,4.707059473159374,2.835071902709394,1,2.08651913158431,1,5.904261031078914,7.873488484097071,5.115361942347918,2.6855714062064107,2.906429693065311,7.829341727398672,8.95106225730092,6.939921083892756,3.6831038208673172
Entreprise_042,49542932165.62145,0.04204153123416973,-0.03896041720841087,0.010835600503158682,0.18829842639587085,-0.1465615384526281,0.016038441472097986,4220980471.4290605,0.0851984387463861,13418822387.509762,2233209774.45219,48.68044454343848,8602735132.736572,0.18260256485708132,1,0,0,5.180774980403448,9.536326078296895,26,19,6.096819082757774,9.993503004722001,7.092961271407681,2.7976693088704083,5.434844285830145,1.5737158334991042,9.484251555414929,0,6.652728362369108,0,0.9691732706699485,5.413353827012672,9.43565217156977,7.766068397963906,2.974926699926682,7.462548943502054,6.592445370508719,1.6641428431093985,3.6402746921456632
Entreprise_043,3487132685.4660788,-0.048039439026995444,-0.09427599650172769,0.030284077670372833,0.185460922322026,0.08365610981445176,0.019702494847226082,444821085.15075904,0.1275606996558279,1328426356.9251468,136579189.71604833,10.09865771273589,661569737.1212099,0.09893312030451512,0,1,0,2.1399467869831357,3.5232705425253927,30,19,9.150984544900298,2.114312579989112,0.21149823349416286,5.649526076524732,0.727362617771965,0.31068130244456316,8.42464106835575,1,0.7869857670750946,0,5.480214972291351,3.2389555258037914,0.4188039383877551,5.522222801738465,2.963480768805807,6.046127135052216,3.447869286545365,7.86367385961698,9.594395957411649
